Date/Time,Year,Month,Day,Hour,Monitored Line,Contingency Name,Direction,N-X,Outage Line,Outage From Bus,Outage To Bus,Start Bus ID,End Bus ID,abs(LCDF),date
10/10/2020 12:00:00 AM,2020,10,10,1,JCKSTP18_A,DWAPHLJ5,F,N-2,STPZWP39_1,SO_TEX__345A,WHITEPT7A,5915,8956,0.1543,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,JCKSTP18_A,DWAPHLJ5,F,N-2,CKT_3122_1,L_FPPYD25_1Y,HOLMAN,7055,9073,0.0916,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,JCKSTP18_A,DWAPHLJ5,F,N-2,G69_Z1_1,TNPHILLPS30,TNPHLLPSOP0,39910,39930,0.1855,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,JCKSTP18_A,DWAPHLJ5,F,N-2,DA_NV_45_A,DAMON__S45_9,NEEDVL_45TM9,42340,43001,0.0951,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,JCKSTP18_A,DWAPHLJ5,F,N-2,DOWJCK27_A,DOW____POI_5,JONCRK27LR,42500,47532,0.5509,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,150T220_1,DLOCRED8,F,N-3,101T158_1,L_ZORN__8_1Y,L_POOLRO8_1Y,7180,7222,0.1039,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,SANA_FMR1,SCOLBAL8,F,N-6,16T672_1,L_LAMPAS8_1Y,L_ADAMSV8_1Y,7064,7066,0.0516,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,583T583_1,DBEFAI58,F,N-2,48T130_1,L_ECKERT9_1Y,L_GILLES9_1Y,7122,7130,0.0503,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,6017__A,DCPSJON5,F,N-2,152__A,MITCHBND_5,ROCKYCRK_5,1877,1880,0.6298,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,6265__C,DHCKSAG8,R,N-7,6402__B,NMAIN1_8,DENTN_AV1_8,1961,2157,0.165,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,388T388_1,SHAYZOR5,R,N-1,424T424_1,REDCREEK7A,L_AMOSCR5_1Y,6444,7077,0.1025,2020-10-10
10/10/2020 12:00:00 AM,2020,10,10,1,1030__B,SBOSELM5,R,N-1,1280__B,WACO_E1_8,WACOLASA1_8,3438,3452,0.0783,2020-10-10
10/10/2020 2:00:00 AM,2020,10,10,3,ASHERT_CATARI1_1,SGODLON5,R,N-1,CARRIZ_CRYSTA1_1,CRYSTAL2A,CARRIZO2A,8242,8244,0.0898,2020-10-10
10/10/2020 8:00:00 AM,2020,10,10,9,583T583_1,DZORHAY5,F,N-4,493T493_1,L_BERGHE8_1Y,L_ANTLER8_1Y,7170,7171,0.1114,2020-10-10
10/10/2020 9:00:00 AM,2020,10,10,10,ASHERT_CATARI1_1,DCE_LO58,F,N-15,N_ELLA_PREMON1_1,N_ELLA2A,PREMONT2A,8878,8894,0.0561,2020-10-10
10/10/2020 10:00:00 AM,2020,10,10,11,6462__C,SMDLMOS5,R,N-1,CLEARFRK_TELPH_1,TELPH_RD345,CLEARFRK,23873,23876,0.061,2020-10-10
10/10/2020 12:00:00 PM,2020,10,10,13,293T304_1,DHILMAR5,F,N-2,209T203_1,L_YORKCR8_1Y,L_SEGUIN8_1Y,7227,7228,0.0761,2020-10-10
10/10/2020 5:00:00 PM,2020,10,10,18,6500__B,DODEMOS5,F,N-3,138_BRL_FLT_1,TNFLATTOP_1,TNBRDRFLD_1,38069,38065,0.0771,2020-10-10
10/10/2020 6:00:00 PM,2020,10,10,19,SANMIGL_ATAH,DCE_LO58,F,N-15,HONDO_CASTROSW_1,CSTROVILESW9,HONDOCREEK9,5807,5821,0.0505,2020-10-10
10/10/2020 7:00:00 PM,2020,10,10,20,6437__F,DMTSCOS5,R,N-2,CLAYT_WSHACK_1_1,WSHACK,CLAYTON_345,68000,68001,0.1211,2020-10-10
10/10/2020 7:00:00 PM,2020,10,10,20,6437__F,DMTSCOS5,R,N-2,CLAT_WOLFGA1_1,WOLFGANG2A,CLRM2A,6162,6197,0.0524,2020-10-10
10/10/2020 7:00:00 PM,2020,10,10,20,6437__F,DMTSCOS5,R,N-2,PAIP_RADM1_1,RADIUMMT_8,PAINTCRE4A,1398,6161,0.0851,2020-10-10
10/10/2020 7:00:00 PM,2020,10,10,20,6437__F,DMTSCOS5,R,N-2,CLAYT_WSHACK_2_1,WSHACK,CLAYTON_345,68000,68001,0.1211,2020-10-10
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,BLESSI_LAN_CT1_1,BLESSING4A,LAN_CTY4A,8121,8127,0.1538,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,HEXT_MASONS1_1,SFORYEL8,F,N-1,MENPHT_YELWJC1_1,YELWJCKT2A,MENPHTP2,6363,6401,0.434,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,HEXT_MASONS1_1,SFORYEL8,F,N-1,KATEMC_MASN1_1,MASN2A,KATEMCY2A,6393,6406,0.3242,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,STPZWP39_1,SO_TEX__345A,WHITEPT7A,5915,8956,0.1546,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,CKT_3122_1,L_FPPYD25_1Y,HOLMAN,7055,9073,0.0918,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,G69_Z1_1,TNPHILLPS30,TNPHLLPSOP0,39910,39930,0.1826,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,DOWJCK27_A,DOW____POI_5,JONCRK27LR,42500,47532,0.5506,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,48T130_1,L_ECKERT9_1Y,L_GILLES9_1Y,7122,7130,0.0953,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,424T424_1,REDCREEK7A,L_AMOSCR5_1Y,6444,7077,0.1026,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,6265__C,DHCKSAG8,R,N-7,6402__B,NMAIN1_8,DENTN_AV1_8,1961,2157,0.165,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,651__B,SCMNCPS5,F,N-1,16T672_1,L_LAMPAS8_1Y,L_ADAMSV8_1Y,7064,7066,0.3576,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,101T158_1,L_ZORN__8_1Y,L_POOLRO8_1Y,7180,7222,0.0868,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,MAGRUD_VICTOR1_1,VICTORIA2A,MAGRUDER2A,8169,8177,0.29,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,110T109_1,L_LAMPAS8_1Y,L_DOBYVI8_1Y,7064,7065,0.0621,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,VENADO_TLINE_1,REVILLA4A,VENDPOI4A,8004,80084,0.1009,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,122T122_1,SCOMCYP8,F,N-1,68T221_1,L_VERDCR8_1Y,L_TURTCR8_1Y,7146,7442,0.1368,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,14040__A,DMGSQAL5,R,N-3,6045__A,MIDLET_5,FSCOGEN_5,1021,1025,0.0784,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,14040__A,DMGSQAL5,R,N-3,6815__B,GLASCOCK_9,REAGNSHE_9,1217,1219,0.0797,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,LYNX_TOMBST1_1,SWOORI28,R,N-4,RIOPEC_WOODW21_1,RIOPECOS4A,TNWDWRDTAP1,6601,38330,0.6522,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,SOUTHA_VINSON1_1,DGRSLNC5,F,N-2,PUTN_SOLANU1_1,PUTN4A,SOLANUM4A,6309,61015,0.2506,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,R5_KENDL_1,CAGNON_5,L_KENDAL5_1Y,5056,7046,0.4547,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,74T148_1,L_CICO__8_1Y,L_COMFOR8_1Y,7151,7155,0.3235,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,651__B,SCMNCPS5,F,N-1,35084__A,BROWN_5,CORN_TRL_5,1444,11441,0.6272,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,1030__B,SBOSELM5,R,N-1,1280__B,WACO_E1_8,WACOLASA1_8,3438,3452,0.0783,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,LARDVN_LASCRU1_1,SPOMNED5,F,N-1,N_ELLA_PREMON1_1,N_ELLA2A,PREMONT2A,8878,8894,0.0858,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,JCKSTP18_A,DWAPHLJ5,F,N-2,SLTDM_SHRPSH_1,SALTDOMESUB9,SHROPSHRSUB9,5551,5555,0.0567,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,551T551_1,BROWN_5,L_TWINBU5_1Y,1444,76009,0.1238,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,12T219_1,L_NARUNA8_1Y,L_LAMPAS8_1Y,7063,7064,0.0887,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,388T388_1,SHAYZOR5,R,N-1,MONTEL_UVALDE1_1,MONTELL2A,UVALDE2A,8230,8231,0.1902,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,14040__A,DMGSQAL5,R,N-3,6483__C,MIDKIFF_8,SHIPWRCK_8,1210,11218,0.1463,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,146T133_1,L_FLATON8_1Y,L_PLUM__8_1Y,7248,7274,0.1545,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,NLARSW_PILONC1_1,SPOMNED5,R,N-1,CARRIZ_CRYSTA1_1,CRYSTAL2A,CARRIZO2A,8242,8244,0.0779,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,SOUTHA_VINSON1_1,SCISPUT8,F,N-3,CALCRK_PAINTC1_1,PAINTCRE4A,CALCRKTP4A,6161,6165,0.0595,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,6475__F,DODEMOS5,R,N-3,6510__C,MIDLAIRP_8,NOBLES_8,1120,11143,0.0769,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,SOUTHA_VINSON1_1,SCISPUT8,F,N-3,HENDRI_PAINTC1_1,PAINTCRE4B,HENDRICK4A,6169,60387,0.0517,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,6475__F,DODEMOS5,R,N-3,6510__I,MIDLAIRP_8,MIDESSAS_8,1120,1124,0.0769,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,6475__F,DODEMOS5,R,N-3,6511__D,MIDESSA_8,TRLINCTN_T8,1059,11137,0.1811,2020-10-11
10/11/2020 12:00:00 AM,2020,10,11,1,HAMILT_MAXWEL1_1,SCOMHA38,R,N-5,JERRY_RUSSEK1_1,RUSSEKST4A,JERRY4A,6517,6559,0.0519,2020-10-11
10/11/2020 7:00:00 AM,2020,10,11,8,6265__C,DHCKRNK5,R,N-3,6271__B,SAGINAW1_8,FOSLCRK1_8,1957,2077,0.2854,2020-10-11
10/11/2020 7:00:00 AM,2020,10,11,8,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_AT1,FTBEND___B69,FTBENSTR,44290,44281,0.1854,2020-10-11
10/11/2020 7:00:00 AM,2020,10,11,8,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_AT1H,FTBEND__B138,FTBENSTR,44280,44281,0.0731,2020-10-11
10/11/2020 7:00:00 AM,2020,10,11,8,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_RE_09_A,FTBEND__B138,READNG_S09_8,44280,44570,0.0501,2020-10-11
10/11/2020 2:00:00 PM,2020,10,11,15,ONYXRE_QUAINT1_1,XRAD89,F,N-1,PAUL_VERN1_1,LKPAULS4,VERN4A,6050,6060,0.0695,2020-10-11
10/11/2020 2:00:00 PM,2020,10,11,15,ONYXRE_QUAINT1_1,XRAD89,F,N-1,HSKLTP_PAINTC1_1,PAINTCRE2A,HASKLTP12A,6159,6171,0.5466,2020-10-11
10/11/2020 2:00:00 PM,2020,10,11,15,ONYXRE_QUAINT1_1,XRAD89,F,N-1,CLAT_WOLFGA1_1,WOLFGANG2A,CLRM2A,6162,6197,0.34,2020-10-11
10/11/2020 2:00:00 PM,2020,10,11,15,ONYXRE_QUAINT1_1,XRAD89,F,N-1,6780__A,ESKOTA_9,LONGWRTH2A,1340,6661,0.3996,2020-10-11
10/11/2020 2:00:00 PM,2020,10,11,15,ONYXRE_QUAINT1_1,XRAD89,F,N-1,PAIP_RADM1_1,RADIUMMT_8,PAINTCRE4A,1398,6161,0.0616,2020-10-11
10/11/2020 4:00:00 PM,2020,10,11,17,6475__F,DODEMOS5,R,N-3,138_BRL_FLT_1,TNFLATTOP_1,TNBRDRFLD_1,38069,38065,0.0706,2020-10-11
10/12/2020 12:00:00 AM,2020,10,12,1,651__B,SCMNCPS5,F,N-1,16T672_1,L_LAMPAS8_1Y,L_ADAMSV8_1Y,7064,7066,0.3576,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6265__C,DHCKRNK5,R,N-3,6402__B,NMAIN1_8,DENTN_AV1_8,1961,2157,0.1691,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,101T158_1,L_ZORN__8_1Y,L_POOLRO8_1Y,7180,7222,0.0868,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,MAGRUD_VICTOR1_1,VICTORIA2A,MAGRUDER2A,8169,8177,0.29,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,1030__B,SBOSELM5,R,N-1,1280__B,WACO_E1_8,WACOLASA1_8,3438,3452,0.0783,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,651__B,SCMNCPS5,F,N-1,35084__A,BROWN_5,CORN_TRL_5,1444,11441,0.6272,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,122T122_1,SCOMCYP8,F,N-1,R5_KENDL_1,CAGNON_5,L_KENDAL5_1Y,5056,7046,0.0635,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,122T122_1,SCOMCYP8,F,N-1,74T148_1,L_CICO__8_1Y,L_COMFOR8_1Y,7151,7155,0.1986,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,HEXT_YELWJC1_1,SFORYEL8,F,N-1,MENPHT_YELWJC1_1,YELWJCKT2A,MENPHTP2,6363,6401,0.434,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,HEXT_YELWJC1_1,SFORYEL8,F,N-1,KATEMC_MASN1_1,MASN2A,KATEMCY2A,6393,6406,0.3242,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,BLESSI_LAN_CT1_1,BLESSING4A,LAN_CTY4A,8121,8127,0.1526,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_AT1H,FTBEND__B138,FTBENSTR,44280,44281,0.0731,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,STPZWP39_1,SO_TEX__345A,WHITEPT7A,5915,8956,0.1537,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,CKT_3122_1,L_FPPYD25_1Y,HOLMAN,7055,9073,0.091,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,G69_Z1_1,TNPHILLPS30,TNPHLLPSOP0,39910,39930,0.1879,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_RE_09_A,FTBEND__B138,READNG_S09_8,44280,44570,0.05,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,DOWJCK27_A,DOW____POI_5,JONCRK27LR,42500,47532,0.5515,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,SOUTHA_VINSON1_1,,F,THERMAL,PUTN_SOLANU1_1,PUTN4A,SOLANUM4A,6309,61015,0.2513,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,651__B,SCMNCPS5,F,N-1,110T109_1,L_LAMPAS8_1Y,L_DOBYVI8_1Y,7064,7065,0.0656,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,122T122_1,SCOMCYP8,F,N-1,68T221_1,L_VERDCR8_1Y,L_TURTCR8_1Y,7146,7442,0.1368,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6095__D,DODEMOS5,F,N-3,6045__A,MIDLET_5,FSCOGEN_5,1021,1025,0.0782,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,LYNX_TOMBST1_1,DODEMOS5,R,N-3,RIOPEC_WOODW21_1,RIOPECOS4A,TNWDWRDTAP1,6601,38330,0.6634,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,FB_AT1,FTBEND___B69,FTBENSTR,44290,44281,0.1853,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,VENADO_TLINE_1,REVILLA4A,VENDPOI4A,8004,80084,0.0978,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,LARDVN_LASCRU1_1,SPOMNED5,F,N-1,N_ELLA_PREMON1_1,N_ELLA2A,PREMONT2A,8878,8894,0.0865,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,651__B,SCMNCPS5,F,N-1,12T219_1,L_NARUNA8_1Y,L_LAMPAS8_1Y,7063,7064,0.0653,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,122T122_1,SCOMCYP8,F,N-1,MONTEL_UVALDE1_1,MONTELL2A,UVALDE2A,8230,8231,0.1479,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6265__C,DHCKRNK5,R,N-3,6271__B,SAGINAW1_8,FOSLCRK1_8,1957,2077,0.2854,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,MAGRUD_VICTOR2_1,XVIC89,F,N-1,146T133_1,L_FLATON8_1Y,L_PLUM__8_1Y,7248,7274,0.1545,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,HAMILT_MAVERI1_1,SODLBRA8,F,N-1,JERRY_RUSSEK1_1,RUSSEKST4A,JERRY4A,6517,6559,0.0502,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,JCKSTP18_A,DWAPHLJ5,F,N-2,SLTDM_SHRPSH_1,SALTDOMESUB9,SHROPSHRSUB9,5551,5555,0.0573,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,1318T313_1,DFERSTA8,F,N-2,48T130_1,L_ECKERT9_1Y,L_GILLES9_1Y,7122,7130,0.0977,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,388T388_1,SHAYZOR5,R,N-1,424T424_1,REDCREEK7A,L_AMOSCR5_1Y,6444,7077,0.1025,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,ASHERT_CATARI1_1,SCENLOB5,F,N-1,CARRIZ_CRYSTA1_1,CRYSTAL2A,CARRIZO2A,8242,8244,0.0825,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6437__F,DMTSCOS5,R,N-2,CLAYT_WSHACK_1_1,WSHACK,CLAYTON_345,68000,68001,0.1211,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,293T304_1,DHILMAR5,F,N-2,209T203_1,L_YORKCR8_1Y,L_SEGUIN8_1Y,7227,7228,0.0763,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6437__F,DMTSCOS5,R,N-2,CLAT_WOLFGA1_1,WOLFGANG2A,CLRM2A,6162,6197,0.0524,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,388T388_1,SHAYZOR5,R,N-1,551T551_1,BROWN_5,L_TWINBU5_1Y,1444,76009,0.1237,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6500__B,DODEMOS5,F,N-3,6511__D,MIDESSA_8,TRLINCTN_T8,1059,11137,0.1602,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6437__F,DMTSCOS5,R,N-2,PAIP_RADM1_1,RADIUMMT_8,PAINTCRE4A,1398,6161,0.0851,2020-10-12
10/12/2020 12:00:00 AM,2020,10,12,1,6437__F,DMTSCOS5,R,N-2,CLAYT_WSHACK_2_1,WSHACK,CLAYTON_345,68000,68001,0.1211,2020-10-12
10/12/2020 3:00:00 AM,2020,10,12,4,SOUTHA_VINSON1_1,SCISPUT8,F,N-3,CALCRK_PAINTC1_1,PAINTCRE4A,CALCRKTP4A,6161,6165,0.0595,2020-10-12
10/12/2020 3:00:00 AM,2020,10,12,4,SOUTHA_VINSON1_1,SCISPUT8,F,N-3,HENDRI_PAINTC1_1,PAINTCRE4B,HENDRICK4A,6169,60387,0.0517,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,JCKSTP18_A,DWAPHLJ5,F,N-2,EL_TE_91_A,TELPHN91T2_8,S_HOUS91TP_8,43322,48098,0.09,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,JCKSTP18_A,DWAPHLJ5,F,N-2,STPELM27_1,ELMCREEK,SO_TEX__345A,5133,5915,0.1947,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,HEI_PHR_1,SGAFGRN8,F,N-1,FRW_PHR_1,TNFRWYPARK1,P_H_R__POI_8,38820,42015,0.7243,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,6265__C,DHCKRNK5,R,N-3,910__E,PEDENROAD,RHOME_8,568,1570,0.0944,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,HEI_PHR_1,SGAFGRN8,F,N-1,G138_09_1,TNDICKNSON1,TNLEAGCITY1,38850,38920,0.6919,2020-10-12
10/12/2020 7:00:00 AM,2020,10,12,8,670__C,SZEPCMN8,R,N-1,DOW_RISN_1,DOWNING,RISINGSTAR,281,285,0.8585,2020-10-12
10/12/2020 8:00:00 AM,2020,10,12,9,651__B,SCMNCPS5,F,N-1,JYBRD_STV_1,STEPHENVIL8,JAYBIRD,295,320,0.068,2020-10-12
10/12/2020 8:00:00 AM,2020,10,12,9,MAGRUD_VICTOR2_1,XVIC89,R,N-1,LONETR_VICTOR1_1,VICTORIA2A,LONETREE2A,8169,88179,0.3804,2020-10-12
10/12/2020 9:00:00 AM,2020,10,12,10,651__B,SCMNCPS5,F,N-1,CEDARG_SOUTHA1_1,CEDARGAP2A,SOUTHABI2B,6327,6636,0.1032,2020-10-12
10/12/2020 9:00:00 AM,2020,10,12,10,MAGRUD_VICTOR2_1,SGANVIC8,F,N-4,RNDMOT_RICEBRD_1,ROUNDMOTSW9,RICEBIRDSW9,5530,5535,0.0507,2020-10-12
10/12/2020 9:00:00 AM,2020,10,12,10,NLARSW_PILONC1_1,SCENLOB5,R,N-1,HOL_FREE_1,HOLLANDSUB9,FREERSUB9,5878,5880,0.1554,2020-10-12
10/12/2020 10:00:00 AM,2020,10,12,11,6500__B,DODEMOS5,F,N-3,138_BRL_FLT_1,TNFLATTOP_1,TNBRDRFLD_1,38069,38065,0.0718,2020-10-12
10/12/2020 3:00:00 PM,2020,10,12,16,SANMIGL_ATAH,SGODLON5,F,N-1,MATHIS_TYNAN1_1,TYNAN2A,MATHIS2A,8107,8407,0.0556,2020-10-12
